LS0	55.0	0.0	    -56	0.0	    90.0	0.0	27.29	0.0	    85.10	0.0
LS1	55.0	0.0	    0	0.0	    90.0	0.0	27.29	0.0	    85.10	0.0
LS2	55.0	0.0	    56	0.0	    90.0	0.0	27.29	0.0	    85.10	0.0
LS3	-55.0	0.0	    -56	0.0	    90.0	0.0	-27.29	0.0	    -85.10	0.0
LS4	-55.0	0.0	    0	0.0	    90.0	0.0	-27.29	0.0	    -85.10	0.0
LS5	-55.0	0.0	    56	0.0	    90.0	0.0	-27.29	0.0	    -85.10	0.0
LS6	0.0	    55.0	-56	90.0	0.0	    0.0	0.0	    27.29	0.0	    85.10
LS7	0.0	    55.0	0	90.0	0.0	    0.0	0.0	    27.29	0.0	    85.10
LS8	0.0	    55.0	56	90.0	0.0	    0.0	0.0	    27.29	0.0	    85.10
